Commentary,MatchReport
"First Half begins. Offside, Nottingham Forest. Morgan Gibbs-White is caught offside. Attempt blocked. Ilkay Gündogan (Manchester City) left footed shot from outside the box is blocked. Assisted by Jack Grealish. Corner, Manchester City. Conceded by Álex Moreno. Attempt saved. Erling Haaland (Manchester City) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Kevin De Bruyne with a cross. Erling Haaland (Manchester City) wins a free kick in the defensive half. Foul by Nikola Milenkovic (Nottingham Forest). Attempt blocked. Kevin De Bruyne (Manchester City) header from the centre of the box is blocked. Assisted by Ilkay Gündogan. GOAL! Attempt saved. Chris Wood (Nottingham Forest) header from the centre of the box is saved in the top centre of the goal. Attempt missed. Jota Silva (Nottingham Forest) right footed shot from outside the box is close, but misses to the left. Assisted by Morgan Gibbs-White. Corner, Manchester City. Conceded by Ola Aina. Corner, Manchester City. Conceded by Álex Moreno. Attempt missed. Manuel Akanji (Manchester City) header from the left side of the six yard box misses to the right. Assisted by Kevin De Bruyne with a cross following a corner. Jack Grealish (Manchester City) wins a free kick in the defensive half. Foul by Nicolás Domínguez (Nottingham Forest). Attempt missed. Josko Gvardiol (Manchester City) header from the centre of the box is close, but misses to the left. Assisted by Bernardo Silva with a cross. Attempt saved. Morgan Gibbs-White (Nottingham Forest) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Jota Silva. Corner, Nottingham Forest. Conceded by Stefan Ortega. Foul by Manuel Akanji (Manchester City). Anthony Elanga (Nottingham Forest) wins a free kick on the left wing. Jérémy Doku (Manchester City) wins a free kick in the defensive half. Foul by Nikola Milenkovic (Nottingham Forest). Attempt missed. Josko Gvardiol (Manchester City) left footed shot from the left side of the box is close, but misses to the right. Assisted by Erling Haaland with a through ball. Foul by Josko Gvardiol (Manchester City). Jota Silva (Nottingham Forest) wins a free kick in the defensive half. Attempt missed. Kevin De Bruyne (Manchester City) right footed shot from the right side of the box is close, but misses to the left. Assisted by Bernardo Silva.","The first half saw several chances for both sides, including multiple saves for each team's goalkeepers. Attempts by Gündogan and Haaland were blocked, while Chris Wood had a header saved for Nottingham Forest. Despite multiple corners for Manchester City, the score remained level."
"Foul by Kevin De Bruyne (Manchester City). Anthony Elanga (Nottingham Forest) wins a free kick on the left wing. Corner, Nottingham Forest. Conceded by Erling Haaland. Attempt missed. Nikola Milenkovic (Nottingham Forest) header from the left side of the six yard box is high and wide to the right. Assisted by Anthony Elanga with a cross following a corner. Attempt missed. Chris Wood (Nottingham Forest) right footed shot from outside the box is close, but misses to the left. Jack Grealish (Manchester City) wins a free kick in the defensive half. Foul by Ryan Yates (Nottingham Forest). GOAL! Jérémy Doku (Manchester City) wins a free kick on the left wing. Foul by Jota Silva (Nottingham Forest). Attempt missed. Anthony Elanga (Nottingham Forest) right footed shot from the centre of the box is close, but misses to the right. Assisted by Jota Silva. Attempt blocked. Álex Moreno (Nottingham Forest) right footed shot from the left side of the box is blocked. Assisted by Morgan Gibbs-White. Attempt missed. Nikola Milenkovic (Nottingham Forest) header from the centre of the box misses to the left. Assisted by Morgan Gibbs-White with a cross. Offside, Nottingham Forest. Anthony Elanga is caught offside.","Manchester City's Jérémy Doku earned a free kick on the left wing, while Anthony Elanga created multiple chances for Nottingham Forest but failed to convert. Both teams had shots miss the target, including a header from Nikola Milenkovic and a long-range attempt by Chris Wood."
"Ilkay Gündogan (Manchester City) wins a free kick in the defensive half. Foul by Jota Silva (Nottingham Forest). Fourth official has announced 1 minutes of added time. Erling Haaland (Manchester City) wins a free kick in the attacking half. Foul by Nicolás Domínguez (Nottingham Forest). Yellow card First Half ends, Manchester City 2, Nottingham Forest 0. Substitution Substitution Second Half begins Manchester City 2, Nottingham Forest 0. Erling Haaland (Manchester City) wins a free kick in the defensive half. Foul by Nikola Milenkovic (Nottingham Forest). Attempt blocked. Chris Wood (Nottingham Forest) right footed shot from the centre of the box is blocked. Assisted by Nicolás Domínguez. Foul by Ilkay Gündogan (Manchester City). Morgan Gibbs-White (Nottingham Forest) wins a free kick in the defensive half. Yellow card Yellow card Attempt missed. Murillo (Nottingham Forest) left footed shot from outside the box is close, but misses the top right corner. Assisted by Morgan Gibbs-White. Erling Haaland (Manchester City) wins a free kick in the defensive half. Foul by Murillo (Nottingham Forest). Yellow card GOAL! Jack Grealish (Manchester City) wins a free kick in the attacking half. Foul by Jota Silva (Nottingham Forest). Attempt blocked. Kevin De Bruyne (Manchester City) right footed shot from outside the box is blocked. Assisted by Ilkay Gündogan. Corner, Manchester City. Conceded by Morgan Gibbs-White. Attempt missed. Jérémy Doku (Manchester City) left footed shot from outside the box is too high. Assisted by Jack Grealish following a corner. Substitution Substitution Substitution Attempt saved. Kevin De Bruyne (Manchester City) right footed shot from the centre of the box is saved in the bottom right corner. Corner, Manchester City. Conceded by Matz Sels. Kevin De Bruyne (Manchester City) wins a free kick on the right wing. Foul by Morato (Nottingham Forest). Attempt blocked. Jack Grealish (Manchester City) right footed shot from outside the box is blocked. Assisted by Kevin De Bruyne. Foul by Bernardo Silva (Manchester City). Álex Moreno (Nottingham Forest) wins a free kick on the left wing. Yellow card",Manchester City lead Nottingham Forest 2-0 at the half. Goals were not mentioned in the second half summary included. Several free kicks were awarded to both sides. Nottingham Forest had several missed attempts.
"Corner, Manchester City. Conceded by Morato. Substitution Attempt saved. Jack Grealish (Manchester City) right footed shot from the left side of the box is saved in the bottom right corner. Assisted by Erling Haaland. Foul by Nathan Aké (Manchester City). Matz Sels (Nottingham Forest) wins a free kick in the defensive half. Substitution Attempt missed. Anthony Elanga (Nottingham Forest) right footed shot from the left side of the box is just a bit too high. Assisted by Taiwo Awoniyi. Jack Grealish (Manchester City) wins a free kick in the attacking half. Foul by Nikola Milenkovic (Nottingham Forest). Yellow card Offside, Manchester City. Jérémy Doku is caught offside. Bernardo Silva (Manchester City) wins a free kick in the defensive half. Foul by Elliot Anderson (Nottingham Forest). Corner, Manchester City. Conceded by Eric da Silva Moreira. Josko Gvardiol (Manchester City) wins a free kick on the left wing. Foul by Ramón Sosa (Nottingham Forest). Attempt saved. Elliot Anderson (Nottingham Forest) right footed shot from outside the box is saved in the bottom right corner. Ilkay Gündogan (Manchester City) wins a free kick on the left wing. Foul by Ramón Sosa (Nottingham Forest). Attempt missed. Jérémy Doku (Manchester City) right footed shot from the centre of the box is too high. Assisted by Jack Grealish. Delay in match because of an injury Nathan Aké (Manchester City). Delay over. They are ready to continue. Substitution Substitution Substitution Fourth official has announced 5 minutes of added time. Foul by Matheus Nunes (Manchester City). Elliot Anderson (Nottingham Forest) wins a free kick on the left wing. Attempt missed. Erling Haaland (Manchester City) left footed shot from outside the box is too high. Corner, Manchester City. Conceded by Morato. Second Half ends, Manchester City 3, Nottingham Forest 0.","Manchester City dominated the latter part of the half. Grealish had a shot saved, while Elanga missed for Nottingham. City's Doku was caught offside. The half concluded with multiple Manchester City set pieces, including a Gvardiol free kick, and eventually with a 5-minute added time after a injury. The second half ended with Manchester 3, Nottingham 0."
"First Half begins. Attempt saved. Sandro Tonali (Newcastle United) right footed shot from outside the box is saved in the bottom right corner. Assisted by Anthony Gordon. Corner, Newcastle United. Conceded by Caoimhín Kelleher. Delay in match because of an injury Bruno Guimarães (Newcastle United). Attempt missed. Lewis Hall (Newcastle United) left footed shot from the left side of the box misses to the left following a corner. Delay over. They are ready to continue. Curtis Jones (Liverpool) wins a free kick in the defensive half. Foul by Sandro Tonali (Newcastle United). Anthony Gordon (Newcastle United) wins a free kick on the left wing. Foul by Curtis Jones (Liverpool). Corner, Newcastle United. Conceded by Virgil van Dijk. Attempt blocked. Mohamed Salah (Liverpool) left footed shot from the right side of the box is blocked. Assisted by Curtis Jones. Attempt saved. Alexis Mac Allister (Liverpool) right footed shot from outside the box is saved in the bottom right corner. Corner, Liverpool. Conceded by Nick Pope. Alexis Mac Allister (Liverpool) hits the left post with a left footed shot from the centre of the box following a corner. Foul by Jarell Quansah (Liverpool). Anthony Gordon (Newcastle United) wins a free kick in the defensive half. Foul by Alexis Mac Allister (Liverpool). Bruno Guimarães (Newcastle United) wins a free kick in the defensive half. Foul by Alexis Mac Allister (Liverpool). Fabian Schär (Newcastle United) wins a free kick in the attacking half. Yellow card Joe Gomez (Liverpool) wins a free kick in the defensive half. Foul by Joelinton (Newcastle United). Jacob Murphy (Newcastle United) hits the left post with a right footed shot from the right side of the box. Assisted by Alexander Isak. Attempt saved. Bruno Guimarães (Newcastle United) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by Alexander Isak.","The first half was filled with action, with saves from both sides. Tonali's shot was saved, as was Mac Allister's, and Murphy hit the post. Both teams had several corner kicks. The game was interrupted with a break for injury. Two fouls from Alexis Mac Allister were awarded."
"Attempt blocked. Cody Gakpo (Liverpool) right footed shot from the left side of the box is blocked. Corner, Liverpool. Conceded by Sandro Tonali. Attempt blocked. Darwin Núñez (Liverpool) header from the left side of the six yard box is blocked. Assisted by Alexis Mac Allister with a cross. Foul by Virgil van Dijk (Liverpool). Lewis Hall (Newcastle United) wins a free kick in the defensive half. Foul by Ryan Gravenberch (Liverpool). Joelinton (Newcastle United) wins a free kick in the defensive half. Ryan Gravenberch (Liverpool) wins a free kick in the defensive half. Foul by Joelinton (Newcastle United). Corner, Liverpool. Conceded by Jacob Murphy. Corner, Liverpool. Conceded by Tino Livramento. GOAL! Attempt saved. Anthony Gordon (Newcastle United) right footed shot from the centre of the box is saved in the centre of the goal. Delay in match because of an injury Anthony Gordon (Newcastle United). Delay over. They are ready to continue. Attempt missed. Jacob Murphy (Newcastle United) right footed shot from outside the box is close, but misses to the left. Corner, Newcastle United. Conceded by Andy Robertson. Offside, Newcastle United. Fabian Schär is caught offside. Foul by Jarell Quansah (Liverpool). Bruno Guimarães (Newcastle United) wins a free kick in the attacking half. Yellow card Attempt blocked. Joelinton (Newcastle United) right footed shot from outside the box is blocked. Assisted by Anthony Gordon. Corner, Newcastle United. Conceded by Ryan Gravenberch. Attempt blocked. Joelinton (Newcastle United) header from the centre of the box is blocked. Assisted by Jacob Murphy with a cross.","Liverpool applied early pressure with blocked shots from Gakpo and Núñez, leading to consecutive corners. Newcastle United's Anthony Gordon had a shot saved before play stopped due to injury. The match resumed with a missed attempt by Murphy and a Newcastle corner conceded by Robertson."
"Foul by Ryan Gravenberch (Liverpool). Joelinton (Newcastle United) wins a free kick in the defensive half. Yellow card Fourth official has announced 3 minutes of added time. Darwin Núñez (Liverpool) wins a free kick in the defensive half. Foul by Alexander Isak (Newcastle United). Corner, Newcastle United. Conceded by Jarell Quansah. First Half ends, Newcastle United 1, Liverpool 0. Second Half begins Newcastle United 1, Liverpool 0. Foul by Curtis Jones (Liverpool). Anthony Gordon (Newcastle United) wins a free kick in the defensive half. Curtis Jones (Liverpool) wins a free kick in the defensive half. Foul by Sandro Tonali (Newcastle United). GOAL! Jarell Quansah (Liverpool) wins a free kick in the defensive half. Foul by Alexander Isak (Newcastle United). Attempt blocked. Cody Gakpo (Liverpool) right footed shot from the centre of the box is blocked. Corner, Liverpool. Conceded by Fabian Schär. Darwin Núñez (Liverpool) wins a free kick in the defensive half. Foul by Bruno Guimarães (Newcastle United). Foul by Sandro Tonali (Newcastle United). Curtis Jones (Liverpool) wins a free kick in the defensive half. Yellow card Offside, Newcastle United. Tino Livramento is caught offside. Attempt blocked. Anthony Gordon (Newcastle United) right footed shot from outside the box is blocked. Assisted by Lewis Hall. Alexis Mac Allister (Liverpool) wins a free kick in the defensive half. Foul by Alexander Isak (Newcastle United). Delay in match because of an injury Joe Gomez (Liverpool). Delay over. They are ready to continue. Attempt blocked. Anthony Gordon (Newcastle United) right footed shot from outside the box is blocked. Assisted by Alexander Isak. GOAL! Attempt saved. Curtis Jones (Liverpool) header from very close range is saved in the centre of the goal. Attempt missed. Darwin Núñez (Liverpool) right footed shot from the centre of the box misses to the left. Assisted by Andy Robertson with a cross. Offside, Newcastle United. Alexander Isak is caught offside. Substitution Substitution Substitution Foul by Darwin Núñez (Liverpool). Sandro Tonali (Newcastle United) wins a free kick in the defensive half. GOAL! Foul by Trent Alexander-Arnold (Liverpool). Anthony Gordon (Newcastle United) wins a free kick on the left wing. Yellow card","Newcastle United led Liverpool 1-0 at halftime. Jarell Quansah scored for Liverpool. Anthony Gordon received a yellow card. Another goal scored by Liverpool brought the score to a 1-1. Numerous fouls and offsides, along with saved attempts, created a dynamic second half."
"Offside, Newcastle United. Alexander Isak is caught offside. Foul by Darwin Núñez (Liverpool). Anthony Gordon (Newcastle United) wins a free kick in the attacking half. Yellow card Attempt missed. Joelinton (Newcastle United) header from the centre of the box is close, but misses to the left. Assisted by Lewis Hall following a set piece situation. Attempt missed. Jacob Murphy (Newcastle United) right footed shot from outside the box misses to the left. Assisted by Anthony Gordon with a through ball following a fast break. Attempt missed. Curtis Jones (Liverpool) right footed shot from outside the box is too high. Assisted by Mohamed Salah. Substitution Attempt missed. Anthony Gordon (Newcastle United) right footed shot from the left side of the box misses to the right. Assisted by Alexander Isak following a fast break. Attempt blocked. Luis Díaz (Liverpool) right footed shot from the centre of the box is blocked. Assisted by Alexis Mac Allister. Attempt missed. Darwin Núñez (Liverpool) left footed shot from the centre of the box misses to the right. Foul by Mohamed Salah (Liverpool). Lewis Hall (Newcastle United) wins a free kick in the defensive half. Foul by Dominik Szoboszlai (Liverpool). Bruno Guimarães (Newcastle United) wins a free kick in the defensive half. Foul by Andy Robertson (Liverpool). Sandro Tonali (Newcastle United) wins a free kick in the defensive half. Mohamed Salah (Liverpool) hits the left post with a right footed shot from a difficult angle on the right. Assisted by Trent Alexander-Arnold. GOAL! Substitution Substitution Substitution Foul by Luis Díaz (Liverpool). Harvey Barnes (Newcastle United) wins a free kick on the right wing. GOAL! Fourth official has announced 5 minutes of added time. Attempt blocked. Alexis Mac Allister (Liverpool) right footed shot from the centre of the box is blocked. Assisted by Mohamed Salah. Corner, Liverpool. Conceded by Dan Burn. Foul by Alexis Mac Allister (Liverpool). Callum Wilson (Newcastle United) wins a free kick in the attacking half. Attempt missed. Alexander Isak (Newcastle United) right footed shot from outside the box is too high from a direct free kick. Yellow card Second Half ends, Newcastle United 3, Liverpool 3.","The match saw a flurry of missed chances. Newcastle's Joelinton and Jacob Murphy, as well as Liverpool's Curtis Jones and Darwin Núñez, all failed to score. Mohamed Salah hit the post, but goals from both sides tied the game. Newcastle scored twice, while Liverpool also scored twice. The game ended with both teams securing three goals each."
"First Half begins. João Félix (Chelsea) wins a free kick in the defensive half. Foul by Nathan Wood (Southampton). Attempt saved. Joe Aribo (Southampton) left footed shot from the centre of the box is saved in the centre of the goal. Corner, Chelsea. Conceded by Nathan Wood. GOAL! GOAL! Ryan Fraser (Southampton) wins a free kick in the defensive half. Foul by Moisés Caicedo (Chelsea). Kyle Walker-Peters (Southampton) wins a free kick in the attacking half. Foul by Christopher Nkunku (Chelsea). Hand ball by João Félix (Chelsea). GOAL! Corner, Southampton. Conceded by Axel Disasi. Mateus Fernandes (Southampton) wins a free kick in the attacking half. Foul by Christopher Nkunku (Chelsea). Offside, Southampton. Joe Aribo is caught offside. Attempt blocked. Noni Madueke (Chelsea) left footed shot from the right side of the box is blocked. Assisted by Cole Palmer. Attempt saved. Noni Madueke (Chelsea) right footed shot from the right side of the box is saved in the bottom right corner. Attempt saved. Cole Palmer (Chelsea) left footed shot from the right side of the box is saved in the centre of the goal. Attempt missed. João Félix (Chelsea) right footed shot from the centre of the box is close, but misses to the left. Assisted by Moisés Caicedo. Corner, Southampton. Conceded by Malo Gusto. Attempt saved. Cole Palmer (Chelsea) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by João Félix with a through ball. Corner, Chelsea. Conceded by Kyle Walker-Peters.","The first half saw two goals scored, with Southampton and Chelsea each netting one. Chelsea's João Félix was involved in a free kick and a handball. Several attempts on goal were saved by both teams' goalkeepers, and both sides earned corners."
"Tosin Adarabioyo (Chelsea) hits the bar with a header from very close range following a corner. Ryan Manning (Southampton) wins a free kick in the defensive half. Foul by Cole Palmer (Chelsea). Hand ball by Ryan Manning (Southampton). Foul by Joe Aribo (Southampton). Cole Palmer (Chelsea) wins a free kick in the attacking half. Attempt blocked. Enzo Fernández (Chelsea) right footed shot from outside the box is blocked. Joe Aribo (Southampton) wins a free kick in the defensive half. Foul by Moisés Caicedo (Chelsea). Attempt blocked. Cameron Archer (Southampton) right footed shot from the centre of the box is blocked. Assisted by Ryan Manning. Foul by Ryan Manning (Southampton). Noni Madueke (Chelsea) wins a free kick in the defensive half. Foul by Mateus Fernandes (Southampton). João Félix (Chelsea) wins a free kick in the defensive half. GOAL! Mateus Fernandes (Southampton) wins a free kick in the attacking half. Foul by Cole Palmer (Chelsea). Attempt missed. Christopher Nkunku (Chelsea) header from the centre of the box is just a bit too high. Assisted by Enzo Fernández with a cross. Attempt blocked. Cameron Archer (Southampton) left footed shot from the left side of the box is blocked. Assisted by Ryan Manning with a cross. Corner, Southampton. Conceded by Enzo Fernández. VAR decision Red card Attempt saved. Mateus Fernandes (Southampton) header from the right side of the six yard box is saved in the top right corner. Assisted by James Bree with a cross. Delay in match (Southampton). Delay over. They are ready to continue. Ryan Manning (Southampton) wins a free kick in the defensive half. Foul by Noni Madueke (Chelsea).","The match saw multiple blocked attempts and free kicks for both sides. Chelsea's Tosin Adarabioyo hit the bar with a header, and Christopher Nkunku had a header go just wide. A header by Mateus Fernandes was saved, but following a VAR review, Southampton was awarded a red card."
"Fourth official has announced 5 minutes of added time. Corner, Southampton. Conceded by Malo Gusto. Attempt blocked. Moisés Caicedo (Chelsea) right footed shot from outside the box is blocked. Attempt missed. João Félix (Chelsea) right footed shot from the left side of the six yard box misses to the left. Attempt blocked. Noni Madueke (Chelsea) left footed shot from the right side of the box is blocked. Assisted by Moisés Caicedo. Corner, Chelsea. Conceded by Ryan Manning. First Half ends, Southampton 1, Chelsea 3. Second Half begins Southampton 1, Chelsea 3. Attempt missed. João Félix (Chelsea) header from the centre of the box is close, but misses to the right. Assisted by Cole Palmer with a cross. João Félix (Chelsea) wins a free kick in the attacking half. Foul by Adam Armstrong (Southampton). Yellow card Ryan Manning (Southampton) wins a free kick in the defensive half. Foul by Noni Madueke (Chelsea). Delay in match (Southampton). Delay over. They are ready to continue. Corner, Chelsea. Conceded by Kyle Walker-Peters. Tosin Adarabioyo (Chelsea) hits the right post with a left footed shot from the right side of the box following a corner. Attempt missed. Cole Palmer (Chelsea) left footed shot from outside the box misses to the right. Assisted by Moisés Caicedo following a corner. Attempt saved. Cole Palmer (Chelsea) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by João Félix. Attempt blocked. Noni Madueke (Chelsea) right footed shot from the right side of the six yard box is blocked. Corner, Chelsea. Conceded by Ryan Manning. Ryan Manning (Southampton) wins a free kick in the defensive half. Foul by Cole Palmer (Chelsea). Attempt saved. Mateus Fernandes (Southampton) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Joe Aribo. Attempt blocked. Cole Palmer (Chelsea) left footed shot from the left side of the box is blocked. Assisted by Christopher Nkunku. Corner, Chelsea. Conceded by James Bree. Delay in match (Southampton). Delay over. They are ready to continue. Substitution Substitution Attempt saved. Noni Madueke (Chelsea) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Marc Cucurella. Corner, Southampton. Conceded by Marc Cucurella. Foul by Kyle Walker-Peters (Southampton). João Félix (Chelsea) wins a free kick in the defensive half. Attempt saved. Noni Madueke (Chelsea) right footed shot from the right side of the six yard box is saved in the bottom right corner.","Chelsea lead Southampton 3-1 at halftime. The second half saw Chelsea press and create chances with shots from João Félix, Cole Palmer, and Noni Madueke, but these attempts were either blocked or saved by the goalkeeper. Southampton had an attempt saved as well, before further Chelsea pressure continued, failing to convert a number of corners."
"Substitution Substitution Offside, Southampton. Yukinari Sugawara is caught offside. Delay in match (Chelsea). Delay over. They are ready to continue. Attempt blocked. Christopher Nkunku (Chelsea) left footed shot from the centre of the box is blocked. Assisted by Enzo Fernández with a through ball. GOAL! Substitution Substitution Substitution Substitution Foul by João Félix (Chelsea). Kyle Walker-Peters (Southampton) wins a free kick in the defensive half. Corner, Chelsea. Conceded by Kamaldeen Sulemana. Attempt blocked. Christopher Nkunku (Chelsea) right footed shot from the right side of the six yard box is blocked. Assisted by Malo Gusto. Foul by Moisés Caicedo (Chelsea). Ryan Manning (Southampton) wins a free kick in the defensive half. Foul by Renato Veiga (Chelsea). Ben Brereton (Southampton) wins a free kick on the right wing. GOAL! Fourth official has announced 6 minutes of added time. Foul by Renato Veiga (Chelsea). Ben Brereton (Southampton) wins a free kick in the attacking half. Offside, Chelsea. Malo Gusto is caught offside. Offside, Southampton. Yukinari Sugawara is caught offside. Second Half ends, Southampton 1, Chelsea 5.","Southampton scored a goal, but Chelsea secured the victory with five goals. Christopher Nkunku had two shots on target. The second half concluded with multiple substitutions, fouls, and offside calls for both teams, marked by six minutes of added time."
"First Half begins. Offside, Arsenal. Kai Havertz is caught offside. Mason Mount (Manchester United) wins a free kick in the attacking half. Foul by Thomas Partey (Arsenal). Corner, Arsenal. Conceded by Diogo Dalot. Corner, Arsenal. Conceded by Bruno Fernandes. Attempt missed. Thomas Partey (Arsenal) header from the centre of the box is too high. Assisted by Bukayo Saka with a cross following a corner. Rasmus Højlund (Manchester United) wins a free kick in the attacking half. Foul by Oleksandr Zinchenko (Arsenal). Corner, Arsenal. Conceded by Noussair Mazraoui.","The first half saw Arsenal dominate possession with multiple corners conceded by Manchester United. Thomas Partey had a header miss, and both Kai Havertz and Arsenal were caught offside. Manchester United gained free-kicks from fouls by Arsenal's Partey and Zinchenko."
"Attempt blocked. Oleksandr Zinchenko (Arsenal) left footed shot from the left side of the box is blocked. Attempt missed. Gabriel Martinelli (Arsenal) left footed shot from the centre of the box is close, but misses to the left following a corner. Foul by Mason Mount (Manchester United). Martin Ødegaard (Arsenal) wins a free kick in the attacking half. Corner, Arsenal. Conceded by André Onana. Foul by Kai Havertz (Arsenal). Harry Maguire (Manchester United) wins a free kick in the defensive half. Foul by Noussair Mazraoui (Manchester United). Kai Havertz (Arsenal) wins a free kick on the right wing. Alejandro Garnacho (Manchester United) wins a free kick in the defensive half. Foul by Oleksandr Zinchenko (Arsenal). Alejandro Garnacho (Manchester United) wins a free kick in the defensive half. Foul by Bukayo Saka (Arsenal). Foul by Noussair Mazraoui (Manchester United). Kai Havertz (Arsenal) wins a free kick in the defensive half. Foul by Noussair Mazraoui (Manchester United). Jurriën Timber (Arsenal) wins a free kick in the attacking half. Alejandro Garnacho (Manchester United) wins a free kick on the left wing. Foul by Jurriën Timber (Arsenal). Attempt missed. Mason Mount (Manchester United) right footed shot from outside the box misses to the right following a set piece situation. Attempt missed. Diogo Dalot (Manchester United) right footed shot from the right side of the box is close, but misses to the left following a set piece situation. Foul by Mason Mount (Manchester United). William Saliba (Arsenal) wins a free kick in the defensive half. Foul by Tyrell Malacia (Manchester United). Kai Havertz (Arsenal) wins a free kick in the defensive half. Yellow card","The first half saw Arsenal dominating possession. Multiple attempts were blocked or missed by Arsenal's players. Both teams were frustrated by numerous fouls committed by players on both sides of the ball, leading to several free kicks. The half ended with a yellow given to an Arsenal player."
"Tyrell Malacia (Manchester United) wins a free kick in the defensive half. Foul by Bukayo Saka (Arsenal). Yellow card Fourth official has announced 1 minutes of added time. First Half ends, Arsenal 0, Manchester United 0. Substitution Second Half begins Arsenal 0, Manchester United 0. Attempt saved. Gabriel Martinelli (Arsenal) right footed shot from the left side of the box is saved in the bottom left corner. Assisted by Declan Rice. Offside, Manchester United. Rasmus Højlund is caught offside. Attempt blocked. Declan Rice (Arsenal) right footed shot from the centre of the box is blocked. Assisted by Martin Ødegaard. Corner, Arsenal. Conceded by Mason Mount. Yellow card Corner, Arsenal. Conceded by Matthijs de Ligt. GOAL! Foul by Jurriën Timber (Arsenal). Alejandro Garnacho (Manchester United) wins a free kick in the defensive half. Attempt saved. Bukayo Saka (Arsenal) left footed shot from the centre of the box is saved in the bottom right corner. Assisted by Martin Ødegaard. Attempt missed. Diogo Dalot (Manchester United) right footed shot from outside the box is high and wide to the right. Assisted by Manuel Ugarte. Substitution Substitution Substitution Corner, Arsenal. Conceded by Matthijs de Ligt. Corner, Arsenal. Conceded by Manuel Ugarte. Amad Diallo (Manchester United) wins a free kick on the right wing. Foul by Oleksandr Zinchenko (Arsenal). Yellow card Attempt saved. Matthijs de Ligt (Manchester United) header from the centre of the box is saved in the top right corner. Assisted by Bruno Fernandes with a cross. Foul by Amad Diallo (Manchester United). Oleksandr Zinchenko (Arsenal) wins a free kick in the defensive half.","The first half ended goalless. Arsenal had a shot saved early in the second half, and Declan Rice had a shot blocked. Arsenal conceded a free kick. Bukayo Saka had a shot saved. Manchester United created chances but failed to score. Several substitutions followed, and Amad Diallo won a free kick to end the sequence."
"Substitution Substitution Attempt blocked. Declan Rice (Arsenal) right footed shot from outside the box is blocked. Corner, Arsenal. Conceded by Marcus Rashford. GOAL! Attempt saved. Kai Havertz (Arsenal) left footed shot from the left side of the six yard box is saved in the bottom left corner. Assisted by Martin Ødegaard with a through ball. Corner, Arsenal. Conceded by André Onana. Corner, Arsenal. Conceded by André Onana. Attempt missed. Mikel Merino (Arsenal) header from the centre of the box is close, but misses to the right. Assisted by Bukayo Saka with a cross following a corner. Foul by Manuel Ugarte (Manchester United). Bukayo Saka (Arsenal) wins a free kick on the right wing. Offside, Arsenal. Mikel Merino is caught offside. Substitution Corner, Arsenal. Conceded by Leny Yoro. Attempt blocked. Martin Ødegaard (Arsenal) left footed shot from the centre of the box is blocked. Manuel Ugarte (Manchester United) wins a free kick in the defensive half. Foul by Kai Havertz (Arsenal). Antony (Manchester United) wins a free kick in the attacking half. Foul by Mikel Merino (Arsenal). Attempt saved. Antony (Manchester United) left footed shot from the left side of the box is saved in the top centre of the goal. Assisted by Bruno Fernandes. Foul by Kai Havertz (Arsenal). André Onana (Manchester United) wins a free kick in the defensive half. Attempt blocked. Leandro Trossard (Arsenal) left footed shot from the left side of the box is blocked. Assisted by Jakub Kiwior. Corner, Arsenal. Conceded by Matthijs de Ligt. Substitution Attempt saved. Thomas Partey (Arsenal) header from very close range is saved in the top centre of the goal. Assisted by Declan Rice with a cross. Fourth official has announced 4 minutes of added time. Offside, Manchester United. Bruno Fernandes is caught offside. Second Half ends, Arsenal 2, Manchester United 0.","Arsenal lead Manchester United 2-0 at the end of the second half. Kai Havertz scored, assisted by Martin Ødegaard, during a period of Arsenal dominance that also saw numerous corners and a saved shot. The match was marked with several fouls and a late save by the Arsenal goalkeeper to maintain their lead."
